,support,itemsets
2873,0.14705882352941177,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Makassar'})"
2874,0.20588235294117646,"frozenset({'Tidak Pernah Ada Penderita', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
2875,0.19607843137254902,"frozenset({'Tidak Pernah Ada Penderita', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Ya berGejala'})"
2876,0.18627450980392157,"frozenset({'Tidak Pernah Ada Penderita', 'Makassar', 'Tidak lokasi rumah normal', 'Ya Pernah DBD'})"
2877,0.16666666666666666,"frozenset({'Tidak Pernah Ada Penderita', 'Tidak lokasi rumah normal', 'Tidak Pernah Vaksin', 'Ya Pernah DBD'})"
2878,0.19607843137254902,"frozenset({'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
2879,0.18627450980392157,"frozenset({'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2880,0.17647058823529413,"frozenset({'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2881,0.17647058823529413,"frozenset({'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2882,0.16666666666666666,"frozenset({'Tidak Pernah Vaksin', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
2883,0.1568627450980392,"frozenset({'Tidak Pernah Vaksin', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2884,0.1568627450980392,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita'})"
2885,0.1568627450980392,"frozenset({'Tidak Pernah Vaksin', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2886,0.1568627450980392,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
2887,0.14705882352941177,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2888,0.14705882352941177,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2889,0.16666666666666666,"frozenset({'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Normal', 'Ya berGejala'})"
2890,0.13725490196078433,"frozenset({'Tidak Pernah Ada Penderita', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Normal'})"
2891,0.13725490196078433,"frozenset({'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Normal', 'Keluarga Tidak DBD'})"
2892,0.1568627450980392,"frozenset({'Tidak lokasi rumah normal', 'Tidak Pernah Vaksin', 'Normal', 'Ya Pernah DBD'})"
2893,0.1568627450980392,"frozenset({'Makassar', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Normal'})"
2894,0.13725490196078433,"frozenset({'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Normal', 'Jendela/Ventilasi berkawat'})"
2895,0.12745098039215685,"frozenset({'Normal', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita'})"
2896,0.12745098039215685,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita'})"
2897,0.11764705882352941,"frozenset({'Normal', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2898,0.10784313725490197,"frozenset({'Normal', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita'})"
2899,0.11764705882352941,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita'})"
2900,0.11764705882352941,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2901,0.10784313725490197,"frozenset({'Normal', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2902,0.10784313725490197,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2903,0.10784313725490197,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita'})"
2904,0.09803921568627451,"frozenset({'Normal', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2905,0.09803921568627451,"frozenset({'Normal', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita'})"
2906,0.09803921568627451,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2907,0.09803921568627451,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita'})"
2908,0.13725490196078433,"frozenset({'Normal', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
2909,0.12745098039215685,"frozenset({'Normal', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
2910,0.12745098039215685,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
2911,0.11764705882352941,"frozenset({'Normal', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Makassar'})"
2912,0.10784313725490197,"frozenset({'Normal', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
2913,0.12745098039215685,"frozenset({'Normal', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
2914,0.11764705882352941,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
2915,0.11764705882352941,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
2916,0.12745098039215685,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
2917,0.11764705882352941,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Makassar'})"
2918,0.11764705882352941,"frozenset({'Normal', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2919,0.10784313725490197,"frozenset({'Normal', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Makassar'})"
2920,0.11764705882352941,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2921,0.10784313725490197,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Makassar'})"
2922,0.10784313725490197,"frozenset({'Normal', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2923,0.10784313725490197,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2924,0.10784313725490197,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
2925,0.10784313725490197,"frozenset({'Normal', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
2926,0.09803921568627451,"frozenset({'Normal', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Makassar'})"
2927,0.09803921568627451,"frozenset({'Normal', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
2928,0.10784313725490197,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
2929,0.09803921568627451,"frozenset({'Normal', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2930,0.09803921568627451,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Makassar'})"
2931,0.09803921568627451,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2932,0.09803921568627451,"frozenset({'Normal', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
2933,0.09803921568627451,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
2934,0.09803921568627451,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
2935,0.14705882352941177,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD'})"
2936,0.14705882352941177,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Makassar'})"
2937,0.14705882352941177,"frozenset({'Normal', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Makassar'})"
2938,0.13725490196078433,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Makassar'})"
2939,0.12745098039215685,"frozenset({'Normal', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Makassar'})"
2940,0.12745098039215685,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD'})"
2941,0.12745098039215685,"frozenset({'Normal', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD'})"
2942,0.11764705882352941,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Makassar'})"
2943,0.11764705882352941,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD'})"
2944,0.11764705882352941,"frozenset({'Normal', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Makassar'})"
2945,0.10784313725490197,"frozenset({'Tidak Pernah Vaksin', 'Normal', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Makassar'})"
2946,0.16666666666666666,"frozenset({'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Remaja akhir', 'Ya berGejala'})"
2947,0.12745098039215685,"frozenset({'Tidak Pernah Ada Penderita', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Remaja akhir'})"
2948,0.12745098039215685,"frozenset({'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Remaja akhir'})"
2949,0.09803921568627451,"frozenset({'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Normal', 'Remaja akhir'})"
2950,0.1568627450980392,"frozenset({'Makassar', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Remaja akhir'})"
2951,0.13725490196078433,"frozenset({'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Jendela/Ventilasi berkawat', 'Remaja akhir'})"
2952,0.11764705882352941,"frozenset({'Tidak lokasi rumah normal', 'Tidak Pernah Vaksin', 'Ya Pernah DBD', 'Remaja akhir'})"
2953,0.12745098039215685,"frozenset({'Ya berGejala', 'Remaja akhir', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita'})"
2954,0.11764705882352941,"frozenset({'Remaja akhir', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2955,0.10784313725490197,"frozenset({'Remaja akhir', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita'})"
2956,0.11764705882352941,"frozenset({'Ya berGejala', 'Remaja akhir', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2957,0.10784313725490197,"frozenset({'Remaja akhir', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita'})"
2958,0.10784313725490197,"frozenset({'Remaja akhir', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2959,0.10784313725490197,"frozenset({'Remaja akhir', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2960,0.12745098039215685,"frozenset({'Remaja akhir', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
2961,0.12745098039215685,"frozenset({'Ya berGejala', 'Remaja akhir', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
2962,0.11764705882352941,"frozenset({'Remaja akhir', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Makassar'})"
2963,0.10784313725490197,"frozenset({'Remaja akhir', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
2964,0.12745098039215685,"frozenset({'Remaja akhir', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
2965,0.11764705882352941,"frozenset({'Remaja akhir', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2966,0.10784313725490197,"frozenset({'Remaja akhir', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
2967,0.11764705882352941,"frozenset({'Ya berGejala', 'Remaja akhir', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Makassar'})"
2968,0.10784313725490197,"frozenset({'Remaja akhir', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
2969,0.10784313725490197,"frozenset({'Remaja akhir', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Makassar'})"
2970,0.11764705882352941,"frozenset({'Remaja akhir', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2971,0.10784313725490197,"frozenset({'Remaja akhir', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
2972,0.10784313725490197,"frozenset({'Remaja akhir', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2973,0.10784313725490197,"frozenset({'Remaja akhir', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Makassar'})"
2974,0.10784313725490197,"frozenset({'Remaja akhir', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
2975,0.09803921568627451,"frozenset({'Normal', 'Ya berGejala', 'Remaja akhir', 'Tidak lokasi rumah normal', 'Ya Pernah DBD'})"
2976,0.1568627450980392,"frozenset({'Ya berGejala', 'Remaja akhir', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Makassar'})"
2977,0.13725490196078433,"frozenset({'Remaja akhir', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Makassar'})"
2978,0.13725490196078433,"frozenset({'Ya berGejala', 'Remaja akhir', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD'})"
2979,0.13725490196078433,"frozenset({'Ya berGejala', 'Remaja akhir', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Makassar'})"
2980,0.11764705882352941,"frozenset({'Tidak Pernah Vaksin', 'Remaja akhir', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Makassar'})"
2981,0.11764705882352941,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Remaja akhir', 'Tidak lokasi rumah normal', 'Ya Pernah DBD'})"
2982,0.10784313725490197,"frozenset({'Tidak Pernah Vaksin', 'Remaja akhir', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD'})"
2983,0.11764705882352941,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Remaja akhir', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Makassar'})"
2984,0.10784313725490197,"frozenset({'Tidak Pernah Vaksin', 'Remaja akhir', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Makassar'})"
2985,0.10784313725490197,"frozenset({'Tidak Pernah Vaksin', 'Remaja akhir', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD'})"
2986,0.10784313725490197,"frozenset({'Tidak Pernah Vaksin', 'Remaja akhir', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Makassar'})"
2987,0.22549019607843138,"frozenset({'Makassar', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Ya berGejala'})"
2988,0.19607843137254902,"frozenset({'Makassar', 'Tidak lokasi rumah normal', 'Tidak Pernah Vaksin', 'Ya Pernah DBD'})"
2989,0.19607843137254902,"frozenset({'Tidak lokasi rumah normal', 'Tidak Pernah Vaksin', 'Ya Pernah DBD', 'Ya berGejala'})"
2990,0.18627450980392157,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Makassar'})"
2991,0.18627450980392157,"frozenset({'Makassar', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Jendela/Ventilasi berkawat'})"
2992,0.18627450980392157,"frozenset({'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Jendela/Ventilasi berkawat', 'Ya berGejala'})"
2993,0.16666666666666666,"frozenset({'Tidak lokasi rumah normal', 'Tidak Pernah Vaksin', 'Ya Pernah DBD', 'Jendela/Ventilasi berkawat'})"
2994,0.16666666666666666,"frozenset({'Tidak Pernah Ada Penderita', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Jendela/Ventilasi berkawat'})"
2995,0.16666666666666666,"frozenset({'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Jendela/Ventilasi berkawat'})"
2996,0.17647058823529413,"frozenset({'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Makassar'})"
2997,0.1568627450980392,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD'})"
2998,0.1568627450980392,"frozenset({'Tidak Pernah Vaksin', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Makassar'})"
2999,0.14705882352941177,"frozenset({'Tidak Pernah Vaksin', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
3000,0.14705882352941177,"frozenset({'Tidak Pernah Vaksin', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita'})"
3001,0.14705882352941177,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Makassar'})"
3002,0.13725490196078433,"frozenset({'Tidak Pernah Vaksin', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Makassar'})"
3003,0.13725490196078433,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
3004,0.12745098039215685,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Makassar'})"
3005,0.14705882352941177,"frozenset({'Tidak Pernah Vaksin', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
3006,0.13725490196078433,"frozenset({'Tidak Pernah Vaksin', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
3007,0.13725490196078433,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita'})"
3008,0.13725490196078433,"frozenset({'Tidak Pernah Vaksin', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
3009,0.13725490196078433,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
3010,0.12745098039215685,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
3011,0.12745098039215685,"frozenset({'Tidak Pernah Vaksin', 'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
3012,0.1568627450980392,"frozenset({'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita'})"
3013,0.1568627450980392,"frozenset({'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
3014,0.14705882352941177,"frozenset({'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
3015,0.16666666666666666,"frozenset({'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
3016,0.1568627450980392,"frozenset({'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD'})"
3017,0.1568627450980392,"frozenset({'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Makassar'})"
3018,0.1568627450980392,"frozenset({'Ya berGejala', 'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita'})"
3019,0.1568627450980392,"frozenset({'Jendela/Ventilasi berkawat', 'Tidak lokasi rumah normal', 'Ya Pernah DBD', 'Keluarga Tidak DBD', 'Tidak Pernah Ada Penderita', 'Makassar'})"
